elapsed_time,V1
'00:01:04.439',-0.360
'00:01:04.442',-0.300
'00:01:04.444',-0.245
'00:01:04.447',-0.205
'00:01:04.450',-0.150
'00:01:04.453',-0.115
'00:01:04.456',-0.090
'00:01:04.458',-0.090
'00:01:04.461',-0.075
'00:01:04.464',-0.060
'00:01:04.467',-0.055
'00:01:04.469',-0.035
'00:01:04.472',-0.025
'00:01:04.475',-0.020
'00:01:04.478',-0.020
'00:01:04.481',-0.020
'00:01:04.483',0.000
'00:01:04.486',0.005
'00:01:04.489',0.005
'00:01:04.492',0.005
'00:01:04.494',-0.010
'00:01:04.497',0.000
'00:01:04.500',0.015
'00:01:04.503',0.010
'00:01:04.506',0.025
'00:01:04.508',0.020
'00:01:04.511',0.020
'00:01:04.514',0.015
'00:01:04.517',0.030
'00:01:04.519',0.040
'00:01:04.522',0.045
'00:01:04.525',0.045
'00:01:04.528',0.035
'00:01:04.531',0.030
'00:01:04.533',0.040
'00:01:04.536',0.055
'00:01:04.539',0.040
'00:01:04.542',0.045
'00:01:04.544',0.035
'00:01:04.547',0.030
'00:01:04.550',0.025
'00:01:04.553',0.030
'00:01:04.556',0.030
'00:01:04.558',0.040
'00:01:04.561',0.035
'00:01:04.564',0.045
'00:01:04.567',0.040
'00:01:04.569',0.060
'00:01:04.572',0.055
'00:01:04.575',0.050
'00:01:04.578',0.040
'00:01:04.581',0.030
'00:01:04.583',0.055
'00:01:04.586',0.055
'00:01:04.589',0.050
'00:01:04.592',0.035
'00:01:04.594',0.030
'00:01:04.597',0.025
'00:01:04.600',0.025
'00:01:04.603',0.040
'00:01:04.606',0.030
'00:01:04.608',0.025
'00:01:04.611',0.015
'00:01:04.614',-0.010
'00:01:04.617',0.015
'00:01:04.619',0.015
'00:01:04.622',0.025
'00:01:04.625',0.005
'00:01:04.628',0.010
'00:01:04.631',0.000
'00:01:04.633',-0.015
'00:01:04.636',-0.005
'00:01:04.639',-0.005
'00:01:04.642',-0.025
'00:01:04.644',-0.030
'00:01:04.647',-0.055
'00:01:04.650',-0.060
'00:01:04.653',-0.045
'00:01:04.656',-0.065
'00:01:04.658',-0.070
'00:01:04.661',-0.095
'00:01:04.664',-0.100
'00:01:04.667',-0.105
'00:01:04.669',-0.090
'00:01:04.672',-0.110
'00:01:04.675',-0.120
'00:01:04.678',-0.140
'00:01:04.681',-0.160
'00:01:04.683',-0.160
'00:01:04.686',-0.160
'00:01:04.689',-0.175
'00:01:04.692',-0.190
'00:01:04.694',-0.210
'00:01:04.697',-0.225
'00:01:04.700',-0.230
'00:01:04.703',-0.225
'00:01:04.706',-0.235
'00:01:04.708',-0.240
'00:01:04.711',-0.260
'00:01:04.714',-0.275
'00:01:04.717',-0.255
'00:01:04.719',-0.255
'00:01:04.722',-0.250
'00:01:04.725',-0.250
'00:01:04.728',-0.265
'00:01:04.731',-0.275
'00:01:04.733',-0.260
'00:01:04.736',-0.260
'00:01:04.739',-0.240
'00:01:04.742',-0.250
'00:01:04.744',-0.270
'00:01:04.747',-0.270
'00:01:04.750',-0.270
'00:01:04.753',-0.265
'00:01:04.756',-0.260
'00:01:04.758',-0.265
'00:01:04.761',-0.255
'00:01:04.764',-0.275
'00:01:04.767',-0.255
'00:01:04.769',-0.245
'00:01:04.772',-0.255
'00:01:04.775',-0.255
'00:01:04.778',-0.250
'00:01:04.781',-0.260
'00:01:04.783',-0.255
'00:01:04.786',-0.235
'00:01:04.789',-0.225
'00:01:04.792',-0.220
'00:01:04.794',-0.240
'00:01:04.797',-0.240
'00:01:04.800',-0.235
'00:01:04.803',-0.220
'00:01:04.806',-0.215
'00:01:04.808',-0.215
'00:01:04.811',-0.215
'00:01:04.814',-0.215
'00:01:04.817',-0.220
'00:01:04.819',-0.200
'00:01:04.822',-0.200
'00:01:04.825',-0.200
'00:01:04.828',-0.205
'00:01:04.831',-0.215
'00:01:04.833',-0.205
'00:01:04.836',-0.185
'00:01:04.839',-0.195
'00:01:04.842',-0.185
'00:01:04.844',-0.200
'00:01:04.847',-0.210
'00:01:04.850',-0.205
'00:01:04.853',-0.205
'00:01:04.856',-0.205
'00:01:04.858',-0.210
'00:01:04.861',-0.215
'00:01:04.864',-0.220
'00:01:04.867',-0.220
'00:01:04.869',-0.210
'00:01:04.872',-0.210
'00:01:04.875',-0.205
'00:01:04.878',-0.210
'00:01:04.881',-0.220
'00:01:04.883',-0.220
'00:01:04.886',-0.210
'00:01:04.889',-0.205
'00:01:04.892',-0.205
'00:01:04.894',-0.230
'00:01:04.897',-0.240
'00:01:04.900',-0.240
'00:01:04.903',-0.225
'00:01:04.906',-0.225
'00:01:04.908',-0.215
'00:01:04.911',-0.230
'00:01:04.914',-0.230
'00:01:04.917',-0.230
'00:01:04.919',-0.210
'00:01:04.922',-0.220
'00:01:04.925',-0.215
'00:01:04.928',-0.225
'00:01:04.931',-0.225
'00:01:04.933',-0.205
'00:01:04.936',-0.205
'00:01:04.939',-0.195
'00:01:04.942',-0.210
'00:01:04.944',-0.220
'00:01:04.947',-0.225
'00:01:04.950',-0.220
'00:01:04.953',-0.195
'00:01:04.956',-0.205
'00:01:04.958',-0.200
'00:01:04.961',-0.205
'00:01:04.964',-0.215
'00:01:04.967',-0.220
'00:01:04.969',-0.210
'00:01:04.972',-0.210
'00:01:04.975',-0.210
'00:01:04.978',-0.225
'00:01:04.981',-0.220
'00:01:04.983',-0.215
'00:01:04.986',-0.205
'00:01:04.989',-0.215
'00:01:04.992',-0.205
'00:01:04.994',-0.220
'00:01:04.997',-0.225
'00:01:05.000',-0.240
'00:01:05.003',-0.220
'00:01:05.006',-0.215
'00:01:05.008',-0.220
'00:01:05.011',-0.220
'00:01:05.014',-0.235
'00:01:05.017',-0.235
'00:01:05.019',-0.220
'00:01:05.022',-0.205
'00:01:05.025',-0.215
'00:01:05.028',-0.220
'00:01:05.031',-0.235
'00:01:05.033',-0.220
'00:01:05.036',-0.210
'00:01:05.039',-0.200
'00:01:05.042',-0.225
'00:01:05.044',-0.235
'00:01:05.047',-0.235
'00:01:05.050',-0.225
'00:01:05.053',-0.225
'00:01:05.056',-0.225
'00:01:05.058',-0.230
'00:01:05.061',-0.240
'00:01:05.064',-0.255
'00:01:05.067',-0.235
'00:01:05.069',-0.225
'00:01:05.072',-0.230
'00:01:05.075',-0.235
'00:01:05.078',-0.250
'00:01:05.081',-0.240
'00:01:05.083',-0.240
'00:01:05.086',-0.235
'00:01:05.089',-0.230
'00:01:05.092',-0.235
'00:01:05.094',-0.230
'00:01:05.097',-0.250
'00:01:05.100',-0.255
'00:01:05.103',-0.250
'00:01:05.106',-0.245
'00:01:05.108',-0.255
'00:01:05.111',-0.260
'00:01:05.114',-0.255
'00:01:05.117',-0.270
'00:01:05.119',-0.260
'00:01:05.122',-0.260
'00:01:05.125',-0.260
'00:01:05.128',-0.280
'00:01:05.131',-0.280
'00:01:05.133',-0.255
'00:01:05.136',-0.245
'00:01:05.139',-0.255
'00:01:05.142',-0.250
'00:01:05.144',-0.260
'00:01:05.147',-0.260
'00:01:05.150',-0.260
'00:01:05.153',-0.245
'00:01:05.156',-0.265
'00:01:05.158',-0.260
'00:01:05.161',-0.275
'00:01:05.164',-0.275
'00:01:05.167',-0.275
'00:01:05.169',-0.260
'00:01:05.172',-0.255
'00:01:05.175',-0.260
'00:01:05.178',-0.270
'00:01:05.181',-0.280
'00:01:05.183',-0.265
'00:01:05.186',-0.255
'00:01:05.189',-0.255
'00:01:05.192',-0.260
'00:01:05.194',-0.265
'00:01:05.197',-0.270
'00:01:05.200',-0.255
'00:01:05.203',-0.245
'00:01:05.206',-0.235
'00:01:05.208',-0.255
'00:01:05.211',-0.255
'00:01:05.214',-0.230
'00:01:05.217',-0.215
'00:01:05.219',-0.255
'00:01:05.222',-0.315
'00:01:05.225',-0.335
'00:01:05.228',-0.325
'00:01:05.231',-0.310
'00:01:05.233',-0.295
'00:01:05.236',-0.290
'00:01:05.239',-0.295
'00:01:05.242',-0.305
'00:01:05.244',-0.295
'00:01:05.247',-0.305
'00:01:05.250',-0.290
'00:01:05.253',-0.285
'00:01:05.256',-0.275
'00:01:05.258',-0.285
'00:01:05.261',-0.295
'00:01:05.264',-0.310
'00:01:05.267',-0.300
'00:01:05.269',-0.285
'00:01:05.272',-0.290
'00:01:05.275',-0.295
'00:01:05.278',-0.295
'00:01:05.281',-0.300
'00:01:05.283',-0.305
'00:01:05.286',-0.290
'00:01:05.289',-0.290
'00:01:05.292',-0.300
'00:01:05.294',-0.305
'00:01:05.297',-0.305
'00:01:05.300',-0.295
'00:01:05.303',-0.295
'00:01:05.306',-0.290
'00:01:05.308',-0.285
'00:01:05.311',-0.305
'00:01:05.314',-0.315
'00:01:05.317',-0.315
'00:01:05.319',-0.300
'00:01:05.322',-0.315
'00:01:05.325',-0.305
'00:01:05.328',-0.310
'00:01:05.331',-0.305
'00:01:05.333',-0.290
'00:01:05.336',-0.270
'00:01:05.339',-0.260
'00:01:05.342',-0.260
'00:01:05.344',-0.255
'00:01:05.347',-0.255
'00:01:05.350',-0.250
'00:01:05.353',-0.220
'00:01:05.356',-0.215
'00:01:05.358',-0.225
'00:01:05.361',-0.255
'00:01:05.364',-0.280
'00:01:05.367',-0.280
'00:01:05.369',-0.270
'00:01:05.372',-0.280
'00:01:05.375',-0.290
'00:01:05.378',-0.295
'00:01:05.381',-0.305
'00:01:05.383',-0.290
'00:01:05.386',-0.275
'00:01:05.389',-0.265
'00:01:05.392',-0.280
'00:01:05.394',-0.290
'00:01:05.397',-0.305
'00:01:05.400',-0.290
'00:01:05.403',-0.275
'00:01:05.406',-0.270
'00:01:05.408',-0.295
'00:01:05.411',-0.320
'00:01:05.414',-0.345
'00:01:05.417',-0.330
'00:01:05.419',-0.305
'00:01:05.422',-0.330
'00:01:05.425',-0.340
'00:01:05.428',-0.360
'00:01:05.431',-0.375
'00:01:05.433',-0.360
'00:01:05.436',-0.350
'00:01:05.439',-0.340
'00:01:05.442',-0.350
'00:01:05.444',-0.360
'00:01:05.447',-0.370
'00:01:05.450',-0.350
'00:01:05.453',-0.345
'00:01:05.456',-0.330
'00:01:05.458',-0.335
'00:01:05.461',-0.355
'00:01:05.464',-0.360
'00:01:05.467',-0.350
'00:01:05.469',-0.340
'00:01:05.472',-0.345
'00:01:05.475',-0.335
'00:01:05.478',-0.345
'00:01:05.481',-0.370
'00:01:05.483',-0.355
'00:01:05.486',-0.350
'00:01:05.489',-0.355
'00:01:05.492',-0.360
'00:01:05.494',-0.365
'00:01:05.497',-0.370
'00:01:05.500',-0.370
'00:01:05.503',-0.360
'00:01:05.506',-0.350
'00:01:05.508',-0.350
'00:01:05.511',-0.365
'00:01:05.514',-0.405
'00:01:05.517',-0.485
'00:01:05.519',-0.570
'00:01:05.522',-0.675
'00:01:05.525',-0.805
'00:01:05.528',-0.995
'00:01:05.531',-1.235
'00:01:05.533',-1.540
'00:01:05.536',-1.805
'00:01:05.539',-1.965
'00:01:05.542',-1.990
'00:01:05.544',-1.965
'00:01:05.547',-1.920
'00:01:05.550',-1.865
'00:01:05.553',-1.815
'00:01:05.556',-1.750
'00:01:05.558',-1.700
'00:01:05.561',-1.680
'00:01:05.564',-1.665
'00:01:05.567',-1.620
'00:01:05.569',-1.575
'00:01:05.572',-1.510
'00:01:05.575',-1.470
'00:01:05.578',-1.410
'00:01:05.581',-1.340
'00:01:05.583',-1.280
'00:01:05.586',-1.200
'00:01:05.589',-1.105
'00:01:05.592',-0.985
'00:01:05.594',-0.880
'00:01:05.597',-0.790
'00:01:05.600',-0.700
'00:01:05.603',-0.610
'00:01:05.606',-0.535
'00:01:05.608',-0.470
'00:01:05.611',-0.415
'00:01:05.614',-0.355
'00:01:05.617',-0.285
'00:01:05.619',-0.240
'00:01:05.622',-0.225
'00:01:05.625',-0.210
'00:01:05.628',-0.220
'00:01:05.631',-0.190
'00:01:05.633',-0.175
'00:01:05.636',-0.155
'00:01:05.639',-0.165
'00:01:05.642',-0.150
'00:01:05.644',-0.150
'00:01:05.647',-0.145
'00:01:05.650',-0.130
'00:01:05.653',-0.125
'00:01:05.656',-0.125
'00:01:05.658',-0.120
'00:01:05.661',-0.130
'00:01:05.664',-0.130
'00:01:05.667',-0.115
'00:01:05.669',-0.110
'00:01:05.672',-0.095
'00:01:05.675',-0.100
'00:01:05.678',-0.100
'00:01:05.681',-0.095
'00:01:05.683',-0.095
'00:01:05.686',-0.085
'00:01:05.689',-0.080
'00:01:05.692',-0.070
'00:01:05.694',-0.085
'00:01:05.697',-0.095
'00:01:05.700',-0.090
'00:01:05.703',-0.090
'00:01:05.706',-0.090
'00:01:05.708',-0.075
'00:01:05.711',-0.090
'00:01:05.714',-0.100
'00:01:05.717',-0.095
'00:01:05.719',-0.080
'00:01:05.722',-0.085
'00:01:05.725',-0.080
'00:01:05.728',-0.090
'00:01:05.731',-0.090
'00:01:05.733',-0.075
'00:01:05.736',-0.065
'00:01:05.739',-0.080
'00:01:05.742',-0.080
'00:01:05.744',-0.095
'00:01:05.747',-0.085
'00:01:05.750',-0.080
'00:01:05.753',-0.095
'00:01:05.756',-0.095
'00:01:05.758',-0.105
'00:01:05.761',-0.105
'00:01:05.764',-0.120
'00:01:05.767',-0.100
'00:01:05.769',-0.095
'00:01:05.772',-0.100
'00:01:05.775',-0.105
'00:01:05.778',-0.115
'00:01:05.781',-0.120
'00:01:05.783',-0.115
'00:01:05.786',-0.105
'00:01:05.789',-0.105
'00:01:05.792',-0.120
'00:01:05.794',-0.140
'00:01:05.797',-0.140
'00:01:05.800',-0.130
'00:01:05.803',-0.125
'00:01:05.806',-0.130
'00:01:05.808',-0.150
'00:01:05.811',-0.170
'00:01:05.814',-0.170
'00:01:05.817',-0.170
'00:01:05.819',-0.165
'00:01:05.822',-0.175
'00:01:05.825',-0.175
'00:01:05.828',-0.195
'00:01:05.831',-0.195
'00:01:05.833',-0.195
'00:01:05.836',-0.185
'00:01:05.839',-0.195
'00:01:05.842',-0.205
'00:01:05.844',-0.230
'00:01:05.847',-0.245
'00:01:05.850',-0.240
'00:01:05.853',-0.255
'00:01:05.856',-0.250
'00:01:05.858',-0.270
'00:01:05.861',-0.300
'00:01:05.864',-0.320
'00:01:05.867',-0.325
'00:01:05.869',-0.320
'00:01:05.872',-0.330
'00:01:05.875',-0.350
'00:01:05.878',-0.375
'00:01:05.881',-0.385
'00:01:05.883',-0.390
'00:01:05.886',-0.380
'00:01:05.889',-0.385
'00:01:05.892',-0.390
'00:01:05.894',-0.385
'00:01:05.897',-0.400
'00:01:05.900',-0.395
'00:01:05.903',-0.395
'00:01:05.906',-0.415
'00:01:05.908',-0.415
'00:01:05.911',-0.430
'00:01:05.914',-0.425
'00:01:05.917',-0.430
'00:01:05.919',-0.430
'00:01:05.922',-0.435
'00:01:05.925',-0.420
'00:01:05.928',-0.415
'00:01:05.931',-0.445
'00:01:05.933',-0.465
'00:01:05.936',-0.455
'00:01:05.939',-0.440
'00:01:05.942',-0.425
'00:01:05.944',-0.445
'00:01:05.947',-0.435
'00:01:05.950',-0.420
'00:01:05.953',-0.395
'00:01:05.956',-0.395
'00:01:05.958',-0.400
'00:01:05.961',-0.405
'00:01:05.964',-0.420
'00:01:05.967',-0.425
'00:01:05.969',-0.420
'00:01:05.972',-0.425
'00:01:05.975',-0.425
'00:01:05.978',-0.425
'00:01:05.981',-0.430
'00:01:05.983',-0.410
'00:01:05.986',-0.400
'00:01:05.989',-0.390
'00:01:05.992',-0.395
'00:01:05.994',-0.395
'00:01:05.997',-0.395
'00:01:06.000',-0.390
'00:01:06.003',-0.375
'00:01:06.006',-0.360
'00:01:06.008',-0.370
'00:01:06.011',-0.380
'00:01:06.014',-0.365
'00:01:06.017',-0.345
'00:01:06.019',-0.335
'00:01:06.022',-0.335
'00:01:06.025',-0.355
'00:01:06.028',-0.370
'00:01:06.031',-0.375
'00:01:06.033',-0.350
'00:01:06.036',-0.335
'00:01:06.039',-0.330
'00:01:06.042',-0.340
'00:01:06.044',-0.335
'00:01:06.047',-0.330
'00:01:06.050',-0.315
'00:01:06.053',-0.315
'00:01:06.056',-0.310
'00:01:06.058',-0.315
'00:01:06.061',-0.315
'00:01:06.064',-0.310
'00:01:06.067',-0.310
'00:01:06.069',-0.305
'00:01:06.072',-0.305
'00:01:06.075',-0.295
'00:01:06.078',-0.315
'00:01:06.081',-0.320
'00:01:06.083',-0.320
'00:01:06.086',-0.310
'00:01:06.089',-0.310
'00:01:06.092',-0.310
'00:01:06.094',-0.320
'00:01:06.097',-0.320
'00:01:06.100',-0.305
'00:01:06.103',-0.295
'00:01:06.106',-0.315
'00:01:06.108',-0.315
'00:01:06.111',-0.330
'00:01:06.114',-0.330
'00:01:06.117',-0.305
'00:01:06.119',-0.300
'00:01:06.122',-0.290
'00:01:06.125',-0.305
'00:01:06.128',-0.315
'00:01:06.131',-0.315
'00:01:06.133',-0.310
'00:01:06.136',-0.305
'00:01:06.139',-0.305
'00:01:06.142',-0.310
'00:01:06.144',-0.320
'00:01:06.147',-0.325
'00:01:06.150',-0.320
'00:01:06.153',-0.310
'00:01:06.156',-0.320
'00:01:06.158',-0.315
'00:01:06.161',-0.325
'00:01:06.164',-0.330
'00:01:06.167',-0.320
'00:01:06.169',-0.310
'00:01:06.172',-0.305
'00:01:06.175',-0.300
'00:01:06.178',-0.305
'00:01:06.181',-0.305
'00:01:06.183',-0.305
'00:01:06.186',-0.290
'00:01:06.189',-0.295
'00:01:06.192',-0.295
'00:01:06.194',-0.310
'00:01:06.197',-0.325
'00:01:06.200',-0.300
'00:01:06.203',-0.300
'00:01:06.206',-0.285
'00:01:06.208',-0.290
'00:01:06.211',-0.305
'00:01:06.214',-0.315
'00:01:06.217',-0.295
'00:01:06.219',-0.290
'00:01:06.222',-0.290
'00:01:06.225',-0.295
'00:01:06.228',-0.305
'00:01:06.231',-0.290
'00:01:06.233',-0.290
'00:01:06.236',-0.265
'00:01:06.239',-0.265
'00:01:06.242',-0.275
'00:01:06.244',-0.295
'00:01:06.247',-0.290
'00:01:06.250',-0.290
'00:01:06.253',-0.275
'00:01:06.256',-0.290
'00:01:06.258',-0.290
'00:01:06.261',-0.295
'00:01:06.264',-0.295
'00:01:06.267',-0.285
'00:01:06.269',-0.295
'00:01:06.272',-0.290
'00:01:06.275',-0.285
'00:01:06.278',-0.290
'00:01:06.281',-0.285
'00:01:06.283',-0.275
'00:01:06.286',-0.270
'00:01:06.289',-0.285
'00:01:06.292',-0.295
'00:01:06.294',-0.295
'00:01:06.297',-0.300
'00:01:06.300',-0.285
'00:01:06.303',-0.285
'00:01:06.306',-0.280
'00:01:06.308',-0.295
'00:01:06.311',-0.310
'00:01:06.314',-0.305
'00:01:06.317',-0.290
'00:01:06.319',-0.275
'00:01:06.322',-0.285
'00:01:06.325',-0.295
'00:01:06.328',-0.310
'00:01:06.331',-0.300
'00:01:06.333',-0.300
'00:01:06.336',-0.275
'00:01:06.339',-0.270
'00:01:06.342',-0.270
'00:01:06.344',-0.285
'00:01:06.347',-0.290
'00:01:06.350',-0.285
'00:01:06.353',-0.285
'00:01:06.356',-0.290
'00:01:06.358',-0.295
'00:01:06.361',-0.300
'00:01:06.364',-0.300
'00:01:06.367',-0.295
'00:01:06.369',-0.290
'00:01:06.372',-0.290
'00:01:06.375',-0.305
'00:01:06.378',-0.295
'00:01:06.381',-0.305
'00:01:06.383',-0.290
'00:01:06.386',-0.280
'00:01:06.389',-0.270
'00:01:06.392',-0.285
'00:01:06.394',-0.300
'00:01:06.397',-0.315
'00:01:06.400',-0.300
'00:01:06.403',-0.285
'00:01:06.406',-0.260
'00:01:06.408',-0.245
'00:01:06.411',-0.275
'00:01:06.414',-0.320
'00:01:06.417',-0.350
'00:01:06.419',-0.335
'00:01:06.422',-0.320
'00:01:06.425',-0.310
'00:01:06.428',-0.310
'00:01:06.431',-0.310
'00:01:06.433',-0.315
'00:01:06.436',-0.310
'00:01:06.439',-0.310
'00:01:06.442',-0.320
'00:01:06.444',-0.325
'00:01:06.447',-0.320
'00:01:06.450',-0.315
'00:01:06.453',-0.315
'00:01:06.456',-0.305
'00:01:06.458',-0.325
'00:01:06.461',-0.325
'00:01:06.464',-0.340
'00:01:06.467',-0.315
'00:01:06.469',-0.310
'00:01:06.472',-0.325
'00:01:06.475',-0.325
'00:01:06.478',-0.325
'00:01:06.481',-0.305
'00:01:06.483',-0.290
'00:01:06.486',-0.310
'00:01:06.489',-0.335
'00:01:06.492',-0.345
'00:01:06.494',-0.340
'00:01:06.497',-0.315
'00:01:06.500',-0.305
'00:01:06.503',-0.275
'00:01:06.506',-0.275
'00:01:06.508',-0.275
'00:01:06.511',-0.290
'00:01:06.514',-0.295
'00:01:06.517',-0.280
'00:01:06.519',-0.260
'00:01:06.522',-0.275
'00:01:06.525',-0.285
'00:01:06.528',-0.305
'00:01:06.531',-0.330
'00:01:06.533',-0.325
'00:01:06.536',-0.320
'00:01:06.539',-0.325
'00:01:06.542',-0.345
'00:01:06.544',-0.350
'00:01:06.547',-0.370
'00:01:06.550',-0.350
'00:01:06.553',-0.330
'00:01:06.556',-0.335
'00:01:06.558',-0.345
'00:01:06.561',-0.365
'00:01:06.564',-0.375
'00:01:06.567',-0.370
'00:01:06.569',-0.360
'00:01:06.572',-0.375
'00:01:06.575',-0.395
'00:01:06.578',-0.425
'00:01:06.581',-0.440
'00:01:06.583',-0.430
'00:01:06.586',-0.420
'00:01:06.589',-0.410
'00:01:06.592',-0.420
'00:01:06.594',-0.450
'00:01:06.597',-0.445
'00:01:06.600',-0.445
'00:01:06.603',-0.425
'00:01:06.606',-0.425
'00:01:06.608',-0.435
'00:01:06.611',-0.435
'00:01:06.614',-0.440
'00:01:06.617',-0.430
'00:01:06.619',-0.420
'00:01:06.622',-0.420
'00:01:06.625',-0.440
'00:01:06.628',-0.455
'00:01:06.631',-0.455
'00:01:06.633',-0.460
'00:01:06.636',-0.440
'00:01:06.639',-0.450
'00:01:06.642',-0.440
'00:01:06.644',-0.450
'00:01:06.647',-0.460
'00:01:06.650',-0.445
'00:01:06.653',-0.435
'00:01:06.656',-0.440
'00:01:06.658',-0.450
'00:01:06.661',-0.455
'00:01:06.664',-0.450
'00:01:06.667',-0.430
'00:01:06.669',-0.410
'00:01:06.672',-0.430
'00:01:06.675',-0.455
'00:01:06.678',-0.460
'00:01:06.681',-0.455
'00:01:06.683',-0.435
'00:01:06.686',-0.420
'00:01:06.689',-0.455
'00:01:06.692',-0.485
'00:01:06.694',-0.560
'00:01:06.697',-0.635
'00:01:06.700',-0.710
'00:01:06.703',-0.795
'00:01:06.706',-0.940
'00:01:06.708',-1.095
'00:01:06.711',-1.350
'00:01:06.714',-1.615
'00:01:06.717',-1.825
'00:01:06.719',-1.930
'00:01:06.722',-1.940
'00:01:06.725',-1.925
'00:01:06.728',-1.895
'00:01:06.731',-1.880
'00:01:06.733',-1.840
'00:01:06.736',-1.795
'00:01:06.739',-1.750
'00:01:06.742',-1.710
'00:01:06.744',-1.690
'00:01:06.747',-1.660
'00:01:06.750',-1.615
'00:01:06.753',-1.555
'00:01:06.756',-1.520
'00:01:06.758',-1.485
'00:01:06.761',-1.460
'00:01:06.764',-1.415
'00:01:06.767',-1.355
'00:01:06.769',-1.300
'00:01:06.772',-1.235
'00:01:06.775',-1.155
'00:01:06.778',-1.085
'00:01:06.781',-0.980
'00:01:06.783',-0.880
'00:01:06.786',-0.785
'00:01:06.789',-0.715
'00:01:06.792',-0.645
'00:01:06.794',-0.590
'00:01:06.797',-0.525
'00:01:06.800',-0.455
'00:01:06.803',-0.405
'00:01:06.806',-0.365
'00:01:06.808',-0.330
'00:01:06.811',-0.285
'00:01:06.814',-0.260
'00:01:06.817',-0.220
'00:01:06.819',-0.190
'00:01:06.822',-0.200
'00:01:06.825',-0.190
'00:01:06.828',-0.210
'00:01:06.831',-0.205
'00:01:06.833',-0.190
'00:01:06.836',-0.180
'00:01:06.839',-0.170
'00:01:06.842',-0.155
'00:01:06.844',-0.150
'00:01:06.847',-0.160
'00:01:06.850',-0.140
'00:01:06.853',-0.125
'00:01:06.856',-0.110
'00:01:06.858',-0.115
'00:01:06.861',-0.095
'00:01:06.864',-0.105
'00:01:06.867',-0.090
'00:01:06.869',-0.080
'00:01:06.872',-0.075
'00:01:06.875',-0.080
'00:01:06.878',-0.085
'00:01:06.881',-0.090
'00:01:06.883',-0.080
'00:01:06.886',-0.070
'00:01:06.889',-0.065
'00:01:06.892',-0.070
'00:01:06.894',-0.080
'00:01:06.897',-0.075
'00:01:06.900',-0.065
'00:01:06.903',-0.055
'00:01:06.906',-0.050
'00:01:06.908',-0.045
'00:01:06.911',-0.045
'00:01:06.914',-0.040
'00:01:06.917',-0.035
'00:01:06.919',-0.020
'00:01:06.922',-0.020
'00:01:06.925',-0.020
'00:01:06.928',-0.015
'00:01:06.931',-0.035
'00:01:06.933',-0.040
'00:01:06.936',-0.035
'00:01:06.939',-0.025
'00:01:06.942',-0.015
'00:01:06.944',-0.030
'00:01:06.947',-0.025
'00:01:06.950',-0.010
'00:01:06.953',0.005
'00:01:06.956',0.005
'00:01:06.958',0.010
'00:01:06.961',0.005
'00:01:06.964',0.000
'00:01:06.967',0.025
'00:01:06.969',0.065
'00:01:06.972',0.055
'00:01:06.975',0.020
'00:01:06.978',-0.015
'00:01:06.981',-0.030
'00:01:06.983',-0.015
'00:01:06.986',0.005
'00:01:06.989',0.005
'00:01:06.992',0.005
'00:01:06.994',-0.005
'00:01:06.997',0.000
'00:01:07.000',0.015
'00:01:07.003',0.025
'00:01:07.006',0.020
'00:01:07.008',0.025
'00:01:07.011',0.020
'00:01:07.014',0.025
'00:01:07.017',0.025
'00:01:07.019',0.045
'00:01:07.022',0.035
'00:01:07.025',0.025
'00:01:07.028',0.015
'00:01:07.031',0.000
'00:01:07.033',0.010
'00:01:07.036',0.030
'00:01:07.039',0.030
'00:01:07.042',0.015
'00:01:07.044',-0.020
'00:01:07.047',-0.045
'00:01:07.050',-0.045
'00:01:07.053',-0.045
'00:01:07.056',-0.050
'00:01:07.058',-0.075
'00:01:07.061',-0.095
'00:01:07.064',-0.100
'00:01:07.067',-0.085
'00:01:07.069',-0.075
'00:01:07.072',-0.080
'00:01:07.075',-0.110
'00:01:07.078',-0.150
'00:01:07.081',-0.165
'00:01:07.083',-0.175
'00:01:07.086',-0.155
'00:01:07.089',-0.155
'00:01:07.092',-0.170
'00:01:07.094',-0.160
'00:01:07.097',-0.175
'00:01:07.100',-0.190
'00:01:07.103',-0.200
'00:01:07.106',-0.200
'00:01:07.108',-0.195
'00:01:07.111',-0.205
'00:01:07.114',-0.205
'00:01:07.117',-0.195
'00:01:07.119',-0.205
'00:01:07.122',-0.215
'00:01:07.125',-0.230
'00:01:07.128',-0.235
'00:01:07.131',-0.225
'00:01:07.133',-0.210
'00:01:07.136',-0.200
'00:01:07.139',-0.195
'00:01:07.142',-0.200
'00:01:07.144',-0.215
'00:01:07.147',-0.235
'00:01:07.150',-0.230
'00:01:07.153',-0.225
'00:01:07.156',-0.210
'00:01:07.158',-0.220
'00:01:07.161',-0.215
'00:01:07.164',-0.220
'00:01:07.167',-0.210
'00:01:07.169',-0.200
'00:01:07.172',-0.205
'00:01:07.175',-0.215
'00:01:07.178',-0.220
'00:01:07.181',-0.205
'00:01:07.183',-0.200
'00:01:07.186',-0.175
'00:01:07.189',-0.180
'00:01:07.192',-0.190
'00:01:07.194',-0.195
'00:01:07.197',-0.195
'00:01:07.200',-0.190
'00:01:07.203',-0.165
'00:01:07.206',-0.170
'00:01:07.208',-0.160
'00:01:07.211',-0.145
'00:01:07.214',-0.180
'00:01:07.217',-0.175
'00:01:07.219',-0.185
'00:01:07.222',-0.185
'00:01:07.225',-0.180
'00:01:07.228',-0.185
